sale_id,product_id,product_name,quantity_sold,price_per_unit,total_amount,sale_date
S00258,P0194,OmegaDesk 403,2,583.15,1166.3,2026-04-23 03:22:46
S00259,P0536,EcoByte 839,1,205.41,205.41,2026-05-16 13:56:18
S00260,P0555,CulinaryX1 615,3,580.39,1741.17,2026-04-03 18:45:03
S00261,P0600,DeltaKey 721,1,1484.35,1484.35,2026-05-15 08:10:27
S00262,P0437,ZetaSpeed 215,4,1002.41,4009.64,2026-04-23 17:57:52
S00263,P0192,FlexiGrip 225,2,1389.36,2778.72,2026-05-10 04:38:37
S00264,P0078,CozyCrochet Hook Set,4,18.0,72.0,2026-03-03 07:51:55
S00265,P0025,SoundWave Mini Bluetooth Speaker,1,39.95,39.95,2026-04-02 03:49:16
S00266,P0348,EpsilonPlus 658,2,330.18,660.36,2026-03-17 18:13:46
S00267,P0202,AlphaCast 769,4,286.74,1146.96,2026-04-13 10:59:32
S00268,P0199,FlexiPure 195,1,646.36,646.36,2026-04-24 02:39:45
S00269,P0116,SilentVac 176,5,405.89,2029.45,2026-05-18 01:17:57
S00270,P0482,GamerSeries 9 917,4,1026.1,4104.4,2026-05-17 16:36:22
S00271,P0528,AlphaSeries 9 825,4,465.71,1862.84,2026-04-09 15:17:48
S00272,P0486,CulinarySafe 946,3,937.03,2811.09,2026-05-18 12:06:10
S00273,P0042,ClearSound Conference Mic,2,65.5,131.0,2026-05-10 18:31:38
S00274,P0018,CodeWeaver Pro IDE Software,2,99.0,198.0,2026-05-21 16:12:29
S00275,P0376,VisionMini 253,3,1462.53,4387.59,2026-04-21 21:06:36
S00276,P0175,AlphaMini 790,2,757.44,1514.88,2026-04-21 23:36:49
S00277,P0330,PowerUltra 301,3,1447.35,4342.05,2026-04-08 01:18:10
S00278,P0061,CyberSecure VPN Subscription (1 Year),1,59.0,59.0,2026-04-25 23:53:37
S00279,P0234,SilentX1 765,3,658.95,1976.85,2026-03-09 01:01:56
S00280,P0540,GamerByte 213,5,594.23,2971.15,2026-04-17 17:25:14
S00281,P0336,RoboSeries 9 707,4,38.0,152.0,2026-04-30 22:24:23
S00282,P0276,DataBeam 735,3,1292.12,3876.36,2026-05-15 18:16:51
S00283,P0484,StellarMate 780,4,1018.62,4074.48,2026-05-20 01:48:11
S00284,P0245,AuraFit 561,4,1462.53,5850.12,2026-05-08 00:39:42
S00285,P0244,OmegaCore 878,5,948.19,4740.95,2026-04-30 07:48:24
S00286,P0151,SilentGuard 621,4,685.71,2742.84,2026-05-22 03:12:43
S00287,P0474,TerraPro 688,4,289.55,1158.2,2026-05-08 03:03:28
S00288,P0498,AquaMax 920,2,778.63,1557.26,2026-04-10 18:34:41
S00289,P0518,QuantumMax 619,1,732.65,732.65,2026-03-14 18:33:12
S00290,P0473,BetaPure 443,5,994.39,4971.95,2026-03-29 14:32:18
S00291,P0226,ZenithWave 405,4,39.73,158.92,2026-05-07 17:06:44
S00292,P0343,SilentPlus 400,2,1490.76,2981.52,2026-04-02 16:54:11
S00293,P0287,CosmoStream 297,3,500.91,1502.73,2026-03-14 03:12:12
S00294,P0089,BassBoost Wireless Headphones,1,99.0,99.0,2026-03-04 05:37:40
S00295,P0560,SilentPure 649,5,437.81,2189.05,2026-05-19 04:33:39
S00296,P0537,EpsilonSpeed 588,4,786.82,3147.28,2026-05-14 00:28:40
S00297,P0208,OmegaByte 909,2,558.14,1116.28,2026-03-15 11:15:26
S00298,P0052,ErgoTouch Vertical Mouse,2,34.99,69.98,2026-04-25 18:50:40
S00299,P0395,AuraBeam 912,1,569.94,569.94,2026-03-28 03:00:28
S00300,P0215,VisionZ200 417,4,425.5,1702.0,2026-03-08 21:35:35
S00301,P0289,GammaX1 743,4,272.86,1091.44,2026-04-22 15:53:20
S00302,P0071,Pawsome Interactive Cat Toy,4,15.99,63.96,2026-04-17 03:38:39
S00303,P0049,TuneFlow Wireless Earbuds,2,55.0,110.0,2026-04-26 01:23:02
S00304,P0244,OmegaCore 878,4,948.19,3792.76,2026-03-01 19:34:09
S00305,P0062,PowerMax Gaming PC (Ryzen 7,3,10.0,30.0,2026-04-09 03:13:24
S00306,P0127,EcoPrint 922,2,556.73,1113.46,2026-03-28 16:08:31
S00307,P0114,CulinaryGlow 709,3,84.8,254.4,2026-05-26 22:03:21
S00308,P0246,NovaGlow 336,5,828.36,4141.8,2026-05-11 07:33:35
S00309,P0473,BetaPure 443,3,994.39,2983.17,2026-04-17 17:48:34
S00310,P0583,GammaStream 849,5,590.62,2953.1,2026-04-01 02:31:35
S00311,P0479,AeroSafe 399,2,1350.34,2700.68,2026-03-29 09:51:52
S00312,P0270,SilentGuard 690,5,1076.85,5384.25,2026-04-11 22:30:19
S00313,P0228,GammaPro 890,4,395.15,1580.6,2026-05-01 19:47:10
S00314,P0051,NovaBook UltraSlim Laptop,1,999.0,999.0,2026-05-02 00:38:20
S00315,P0537,EpsilonSpeed 588,1,786.82,786.82,2026-04-24 10:37:25
S00316,P0377,VisionPure 594,3,924.7,2774.1,2026-05-25 18:04:33
S00317,P0196,ZenithFlow 785,4,160.68,642.72,2026-05-19 09:06:38
S00318,P0450,QuantumSafe 242,2,567.85,1135.7,2026-05-22 16:06:03
S00319,P0223,ZetaDrill 332,2,978.68,1957.36,2026-04-23 18:36:29
S00320,P0438,SilentSeries 9 766,5,750.97,3754.85,2026-04-06 08:05:37
S00321,P0316,BetaMini 650,4,914.41,3657.64,2026-04-11 00:19:04
S00322,P0538,OmegaZ200 581,3,335.5,1006.5,2026-05-25 08:47:38
S00323,P0358,ChronoFlow 103,1,912.43,912.43,2026-04-03 09:46:38
S00324,P0526,SolarMate 886,4,1168.97,4675.88,2026-05-26 09:18:01
S00325,P0331,SilentPlus 339,3,470.56,1411.68,2026-05-05 23:35:34
S00326,P0538,OmegaZ200 581,4,335.5,1342.0,2026-04-15 13:32:40
S00327,P0393,AlphaPrint 200,2,1005.52,2011.04,2026-05-19 02:18:35
S00328,P0360,NovaSeries 9 955,5,868.84,4344.2,2026-05-25 06:14:41
S00329,P0065,SoundProof Acoustic Panels (6-Pack),1,49.0,49.0,2026-05-12 10:03:46
S00330,P0463,GamerSeries 9 852,1,628.04,628.04,2026-03-09 12:27:09
S00331,P0589,BetaStream 714,3,685.14,2055.42,2026-04-14 16:51:21
S00332,P0365,OmegaPrint 822,2,811.43,1622.86,2026-05-17 22:25:17
S00333,P0022,PowerCore Desktop PC (i7,1,10.0,10.0,2026-03-02 05:13:26
S00334,P0085,HydroGlide Kayak Paddle,1,65.0,65.0,2026-04-01 05:33:49
S00335,P0314,FlexiWave 782,1,841.63,841.63,2026-05-04 03:29:11
S00336,P0458,BetaFlare 970,1,955.9,955.9,2026-04-30 15:08:49
S00337,P0457,EpsilonBeam 830,3,560.81,1682.43,2026-03-15 13:31:48
S00338,P0172,OmegaDesk 908,5,951.07,4755.35,2026-05-09 06:58:46
S00339,P0015,AeroSpeed Running Shoes,4,85.0,340.0,2026-03-09 13:55:25
S00340,P0285,DeltaCast 987,3,729.76,2189.28,2026-04-12 19:22:09
S00341,P0212,ZenithCore 673,4,1080.32,4321.28,2026-05-03 01:32:00
S00342,P0413,GigaPlus 852,2,496.85,993.7,2026-03-13 02:54:26
S00343,P0593,TerraDrill 556,3,105.49,316.47,2026-05-14 09:47:27
S00344,P0190,VisionPrint 182,3,1393.65,4180.95,2026-05-04 04:02:37
S00345,P0222,CosmoMaster 995,2,165.91,331.82,2026-05-01 19:35:17
S00346,P0189,AuraVac 265,2,1124.86,2249.72,2026-04-18 23:12:37
S00347,P0018,CodeWeaver Pro IDE Software,1,99.0,99.0,2026-03-26 14:57:06
S00348,P0125,OmegaCast 388,3,1206.17,3618.51,2026-04-12 18:35:14
S00349,P0197,OrionDesk 961,3,951.17,2853.51,2026-04-26 11:04:15
S00350,P0542,ChronoPrint 763,1,1200.64,1200.64,2026-05-08 18:33:40
S00351,P0019,RoboVac Smart Cleaner X200,5,279.99,1399.95,2026-03-30 06:33:54
S00352,P0077,DigitalPainter Pro Graphics Tablet,5,299.0,1495.0,2026-05-23 20:11:01
S00353,P0434,PowerPro 561,4,664.46,2657.84,2026-04-18 09:36:21
S00354,P0072,GrowMaster Indoor Herb Garden Kit,4,55.0,220.0,2026-03-17 06:33:45
S00355,P0416,EpsilonX1 695,4,1061.58,4246.32,2026-05-07 03:25:56
S00356,P0186,TerraSpeed 741,1,1312.5,1312.5,2026-04-12 05:35:07
S00357,P0487,OrionKey 172,5,1246.02,6230.1,2026-03-02 21:08:13
S00358,P0292,SilentGrip 203,3,999.9,2999.7,2026-03-27 00:28:58
S00359,P0297,VisionGuard 498,2,310.68,621.36,2026-04-09 11:46:15
S00360,P0542,ChronoPrint 763,5,1200.64,6003.2,2026-04-07 02:32:42
S00361,P0122,VisionGlow 582,3,1352.13,4056.39,2026-03-15 04:50:57
S00362,P0378,OmegaDesk 209,3,767.21,2301.63,2026-04-15 05:12:01
S00363,P0319,OmegaStream 165,2,383.37,766.74,2026-05-02 03:12:34
S00364,P0046,LearnFast Language Software (Spanish),2,49.99,99.98,2026-03-15 01:59:33
S00365,P0463,GamerSeries 9 852,1,628.04,628.04,2026-04-29 11:18:05
S00366,P0482,GamerSeries 9 917,3,1026.1,3078.3,2026-03-24 16:53:39
S00367,P0305,ZetaPro 441,2,76.23,152.46,2026-04-12 22:47:12
S00368,P0399,AquaKey 314,4,744.86,2979.44,2026-05-18 00:11:18
S00369,P0411,ZetaBeam 329,5,1294.73,6473.65,2026-03-22 07:05:37
S00370,P0284,DataSeries 9 180,3,947.64,2842.92,2026-05-02 04:07:38
S00371,P0512,EpsilonSpeed 402,1,634.2,634.2,2026-03-01 07:31:13
S00372,P0183,GammaMini 298,2,752.94,1505.88,2026-03-21 02:59:01
S00373,P0201,GamerX1 900,3,101.08,303.24,2026-04-22 00:19:58
S00374,P0224,GigaZ200 882,1,989.37,989.37,2026-04-13 15:39:44
S00375,P0489,AquaGrip 852,1,702.39,702.39,2026-04-17 22:50:09
S00376,P0312,ChronoPro 233,1,537.82,537.82,2026-03-19 20:35:36
S00377,P0162,RoboFlare 599,3,1452.9,4358.7,2026-03-20 00:34:38
S00378,P0469,DeltaPrint 855,3,194.28,582.84,2026-04-04 19:21:37
S00379,P0592,ZenithBeam 813,2,96.74,193.48,2026-04-01 00:27:39
S00380,P0523,BetaPlus 876,1,1252.33,1252.33,2026-03-09 09:45:57
S00381,P0105,SilentFlow 902,2,1494.77,2989.54,2026-04-12 00:06:19
S00382,P0283,AlphaSafe 516,3,465.8,1397.4,2026-03-10 23:11:45
S00383,P0026,TravelMate Suitcase Set (3-Piece),5,180.0,900.0,2026-03-21 00:05:14
S00384,P0050,OfficePro Shredder (8-Sheet),1,45.99,45.99,2026-05-19 16:11:58
S00385,P0139,StellarSpeed 892,4,1020.68,4082.72,2026-04-27 04:51:55
S00386,P0455,NovaCore 524,1,522.39,522.39,2026-04-01 07:37:26
S00387,P0035,MemoryFoam Lumbar Support Pillow,2,26.75,53.5,2026-03-18 17:02:08
S00388,P0466,HydroFlare 491,2,1021.0,2042.0,2026-03-16 04:18:49
S00389,P0358,ChronoFlow 103,3,912.43,2737.29,2026-03-01 21:00:22
S00390,P0084,ProBake Silicone Mat Set,5,19.0,95.0,2026-04-08 06:52:05
S00391,P0414,SolarMax 541,2,692.17,1384.34,2026-03-29 20:31:17
S00392,P0389,BetaMini 236,1,541.48,541.48,2026-03-18 07:15:31
S00393,P0463,GamerSeries 9 852,3,628.04,1884.12,2026-05-21 22:14:48
S00394,P0144,PowerSafe 110,5,11.59,57.95,2026-03-10 22:06:19
S00395,P0170,NovaGlow 821,1,57.82,57.82,2026-05-07 17:13:56
S00396,P0299,FlexiStream 332,2,433.94,867.88,2026-05-26 10:29:47
S00397,P0088,SmartSip Temperature Control Mug,2,89.95,179.9,2026-04-02 22:46:09
S00398,P0276,DataBeam 735,5,1292.12,6460.6,2026-04-13 05:38:05
S00399,P0418,GammaKey 254,5,972.99,4864.95,2026-05-11 03:26:11
S00400,P0194,OmegaDesk 403,2,583.15,1166.3,2026-04-05 13:46:34
S00401,P0198,CulinaryFlow 719,3,773.15,2319.45,2026-05-28 06:49:43
S00402,P0390,ChronoSpeed 585,3,719.71,2159.13,2026-04-16 23:41:31
S00403,P0127,EcoPrint 922,1,556.73,556.73,2026-03-13 05:17:41
S00404,P0451,VisionGuard 642,3,1154.44,3463.32,2026-04-13 01:49:07
S00405,P0499,OmegaGrip 331,4,1321.08,5284.32,2026-04-16 11:33:17
S00406,P0534,SolarFit 852,2,1106.93,2213.86,2026-05-05 00:47:21
S00407,P0568,GigaPure 331,3,1233.82,3701.46,2026-03-03 07:06:45
S00408,P0084,ProBake Silicone Mat Set,1,19.0,19.0,2026-04-10 22:33:03
S00409,P0145,RoboDrill 291,5,42.81,214.05,2026-05-15 20:19:52
S00410,P0150,AeroCast 686,5,763.73,3818.65,2026-05-09 01:03:36
S00411,P0279,NovaByte 201,5,881.07,4405.35,2026-05-08 23:45:50
S00412,P0018,CodeWeaver Pro IDE Software,2,99.0,198.0,2026-05-09 18:17:54
S00413,P0417,PowerZ200 205,5,259.18,1295.9,2026-03-04 00:51:11
S00414,P0341,SilentStream 877,5,933.53,4667.65,2026-03-04 08:02:53
S00415,P0274,OmegaSeries 9 700,3,517.47,1552.41,2026-04-26 01:47:04
S00416,P0077,DigitalPainter Pro Graphics Tablet,3,299.0,897.0,2026-03-07 22:18:13
S00417,P0491,AeroZ200 452,2,559.16,1118.32,2026-05-05 19:00:23
S00418,P0419,OrionZ200 636,3,275.98,827.94,2026-03-31 16:21:29
S00419,P0141,VisionFlow 119,1,868.23,868.23,2026-04-28 05:00:07
S00420,P0290,EcoX1 915,4,1120.83,4483.32,2026-04-04 23:14:14
S00421,P0170,NovaGlow 821,3,57.82,173.46,2026-03-03 17:17:47
S00422,P0075,PostureCorrect Back Brace,1,33.25,33.25,2026-04-18 07:09:37
S00423,P0414,SolarMax 541,3,692.17,2076.51,2026-05-24 23:08:29
S00424,P0121,ZenithCast 603,4,36.04,144.16,2026-03-08 02:21:34
S00425,P0104,ZetaGlow 150,3,481.73,1445.19,2026-04-14 14:09:51
S00426,P0309,OmegaFlare 509,3,1166.77,3500.31,2026-03-13 11:54:04
S00427,P0179,HydroUltra 486,3,354.4,1063.2,2026-03-22 12:14:11
S00428,P0003,OrionDesk Ergonomic Chair,2,249.5,499.0,2026-05-20 19:25:53
S00429,P0365,OmegaPrint 822,3,811.43,2434.29,2026-05-20 22:53:18
S00430,P0256,DeltaDesk 215,4,1087.84,4351.36,2026-05-27 20:21:15
S00431,P0441,StellarSpeed 463,5,1406.17,7030.85,2026-03-05 16:03:02
S00432,P0118,RoboFlow 789,3,577.58,1732.74,2026-05-10 02:35:53
S00433,P0484,StellarMate 780,5,1018.62,5093.1,2026-04-09 01:02:44
S00434,P0261,SilentBeam 819,2,948.6,1897.2,2026-03-26 18:58:20
S00435,P0560,SilentPure 649,4,437.81,1751.24,2026-05-27 03:55:44
S00436,P0199,FlexiPure 195,5,646.36,3231.8,2026-03-15 18:34:41
S00437,P0339,CosmoGuard 777,1,438.63,438.63,2026-04-13 14:45:25
S00438,P0368,OrionBeam 651,1,1362.6,1362.6,2026-04-11 23:06:59
S00439,P0486,CulinarySafe 946,1,937.03,937.03,2026-05-21 15:46:25
S00440,P0382,SilentMate 358,5,1022.62,5113.1,2026-05-23 19:33:38
S00441,P0045,AquaSplash Swim Goggles,1,14.5,14.5,2026-03-08 10:29:24
S00442,P0367,ChronoGlow 963,4,699.41,2797.64,2026-04-20 02:36:44
S00443,P0231,TerraDrill 144,4,421.07,1684.28,2026-03-15 08:14:32
S00444,P0294,NovaMini 998,2,469.4,938.8,2026-04-20 10:36:30
S00445,P0510,OmegaDesk 541,3,550.71,1652.13,2026-03-02 20:36:16
S00446,P0351,ZenithSafe 139,4,1297.81,5191.24,2026-03-04 20:33:51
S00447,P0551,ZenithPure 901,3,866.41,2599.23,2026-03-19 07:00:55
S00448,P0275,GigaPlus 555,1,993.8,993.8,2026-05-15 18:15:50
S00449,P0560,SilentPure 649,2,437.81,875.62,2026-05-10 05:19:46
S00450,P0339,CosmoGuard 777,5,438.63,2193.15,2026-03-24 03:40:57
S00451,P0498,AquaMax 920,4,778.63,3114.52,2026-04-23 08:14:21
S00452,P0034,FitTrack Pro Fitness Band,1,59.99,59.99,2026-03-10 16:32:32
S00453,P0142,AlphaZ200 133,5,186.32,931.6,2026-03-30 22:47:40
S00454,P0253,OrionFlare 290,4,167.65,670.6,2026-03-01 20:53:10
S00455,P0076,ArtisanRoast Espresso Beans (500g),5,15.0,75.0,2026-04-03 00:43:45
S00456,P0436,GammaFlare 907,4,713.4,2853.6,2026-05-26 11:52:17
S00457,P0476,NovaVac 591,3,727.2,2181.6,2026-05-01 01:54:59
S00458,P0155,CosmoFlare 485,5,99.83,499.15,2026-04-08 21:17:04
S00459,P0202,AlphaCast 769,3,286.74,860.22,2026-05-09 10:43:10
S00460,P0185,OmegaMaster 403,1,911.03,911.03,2026-05-26 04:04:22
S00461,P0440,AuraByte 676,1,1250.41,1250.41,2026-04-23 19:42:44
S00462,P0076,ArtisanRoast Espresso Beans (500g),5,15.0,75.0,2026-05-10 13:20:41
S00463,P0240,CulinaryCore 295,1,793.5,793.5,2026-03-04 14:55:35
S00464,P0114,CulinaryGlow 709,1,84.8,84.8,2026-04-25 02:34:40
S00465,P0555,CulinaryX1 615,4,580.39,2321.56,2026-04-08 23:23:35
S00466,P0091,TechTablet Android 12 (10-inch),2,189.0,378.0,2026-05-09 13:39:14
S00467,P0202,AlphaCast 769,1,286.74,286.74,2026-05-17 13:28:08
S00468,P0316,BetaMini 650,1,914.41,914.41,2026-05-08 09:57:42
S00469,P0528,AlphaSeries 9 825,5,465.71,2328.55,2026-04-08 10:45:34
S00470,P0527,QuantumFit 105,5,240.49,1202.45,2026-05-05 10:33:22
S00471,P0416,EpsilonX1 695,2,1061.58,2123.16,2026-05-15 21:16:04
S00472,P0430,CosmoSpeed 136,5,394.66,1973.3,2026-03-15 13:16:37
S00473,P0087,EleganceRollerball Pen Set,5,28.0,140.0,2026-05-17 16:40:23
S00474,P0490,CosmoMini 865,1,1440.3,1440.3,2026-04-18 16:45:32
S00475,P0020,DataSafe Encrypted USB Drive 128GB,5,55.25,276.25,2026-05-07 17:22:11
S00476,P0224,GigaZ200 882,4,989.37,3957.48,2026-04-25 14:36:24
S00477,P0513,DataGuard 576,2,1432.31,2864.62,2026-05-14 13:04:06
S00478,P0313,AuraWave 150,5,220.92,1104.6,2026-04-18 23:51:13
S00479,P0146,FlexiFlow 576,3,951.5,2854.5,2026-03-02 00:03:14
S00480,P0009,StellarGrip Phone Holder,1,15.99,15.99,2026-03-16 09:12:13
S00481,P0021,VisionMax VR Headset,3,349.0,1047.0,2026-04-01 04:04:17
S00482,P0329,QuantumCore 645,2,738.92,1477.84,2026-03-08 00:34:19
S00483,P0156,VisionCast 898,1,907.44,907.44,2026-05-01 21:29:33
S00484,P0408,OmegaGuard 225,5,812.48,4062.4,2026-03-26 22:41:01
S00485,P0048,MightyMug Unspillable Travel Mug,1,24.95,24.95,2026-03-14 18:12:21
S00486,P0380,AlphaSafe 862,4,581.8,2327.2,2026-03-25 19:02:38
S00487,P0358,ChronoFlow 103,2,912.43,1824.86,2026-03-22 18:47:56
S00488,P0580,EpsilonMaster 608,4,1138.35,4553.4,2026-05-01 17:02:31
S00489,P0365,OmegaPrint 822,2,811.43,1622.86,2026-05-17 12:27:39
S00490,P0537,EpsilonSpeed 588,3,786.82,2360.46,2026-03-14 00:40:42
S00491,P0520,AeroGuard 649,4,1266.58,5066.32,2026-05-03 23:41:08
S00492,P0172,OmegaDesk 908,2,951.07,1902.14,2026-04-22 17:23:53
S00493,P0520,AeroGuard 649,1,1266.58,1266.58,2026-05-03 17:22:59
S00494,P0400,DeltaUltra 616,3,71.16,213.48,2026-05-21 06:33:46
S00495,P0520,AeroGuard 649,4,1266.58,5066.32,2026-03-24 20:24:00
S00496,P0400,DeltaUltra 616,5,71.16,355.8,2026-04-06 16:51:32
S00497,P0248,QuantumGuard 213,1,603.93,603.93,2026-05-20 05:22:18
S00498,P0015,AeroSpeed Running Shoes,4,85.0,340.0,2026-04-28 17:05:02
S00499,P0193,GamerCore 197,4,227.79,911.16,2026-05-28 05:33:23
S00500,P0117,EpsilonSeries 9 236,3,166.57,499.71,2026-05-25 05:38:32
S00501,P0158,EcoFlow 944,2,10.13,20.26,2026-03-10 12:25:30
S00502,P0491,AeroZ200 452,4,559.16,2236.64,2026-05-20 06:43:35
S00503,P0501,OmegaGuard 109,2,541.79,1083.58,2026-03-04 16:52:30
S00504,P0432,EcoCast 791,3,202.11,606.33,2026-03-14 10:03:58
S00505,P0506,EcoMini 769,4,989.68,3958.72,2026-03-01 18:41:52
S00506,P0587,VisionWave 576,5,319.22,1596.1,2026-05-05 13:34:48
S00507,P0230,ZenithSpeed 596,5,498.1,2490.5,2026-05-20 15:22:24
S00508,P0401,HydroCore 310,2,1400.57,2801.14,2026-03-08 20:32:27
S00509,P0416,EpsilonX1 695,3,1061.58,3184.74,2026-03-29 09:52:09
S00510,P0191,FlexiUltra 779,3,403.22,1209.66,2026-03-17 23:15:28
S00511,P0523,BetaPlus 876,1,1252.33,1252.33,2026-03-20 02:35:33
S00512,P0512,EpsilonSpeed 402,5,634.2,3171.0,2026-04-20 10:17:06
S00513,P0549,OrionDrill 114,3,983.05,2949.15,2026-03-22 01:40:06
S00514,P0558,AeroZ200 954,4,56.59,226.36,2026-05-16 08:30:54
S00515,P0289,GammaX1 743,2,272.86,545.72,2026-04-16 03:59:19
S00516,P0074,PulseBeat Heart Rate Monitor,1,79.99,79.99,2026-04-09 19:55:24
S00517,P0022,PowerCore Desktop PC (i7,4,10.0,40.0,2026-03-31 04:26:11
S00518,P0479,AeroSafe 399,3,1350.34,4051.02,2026-04-20 15:33:48
S00519,P0285,DeltaCast 987,3,729.76,2189.28,2026-05-28 19:20:37
S00520,P0127,EcoPrint 922,2,556.73,1113.46,2026-05-08 08:33:09
